Fx	Fy	Fz
0.0084	-0.0049	0.0098
0.0084	0.0049	0
0	0.01	0
0.0084	-0.0049	0
0	0	0
-0	0.0002	0
0.0084	-0.0049	0
0	0	0
-0.0084	0.0051	0
0.0084	-0.0049	0
-0.0084	0.0051	0.0098
-0.0084	-0.0149	-0.0098
-0.0084	-0.0051	0
-0.0084	0.0049	-0.0098
0.0169	0	0
0	0	-0.0098
0.0084	-0.0049	0
0.0084	-0.0049	0
0	0	-0.0098
-0.0084	-0.0051	0
0.0084	-0.0051	0
0	0	0.0098
0.0084	-0.0149	0
0.0084	-0.0149	0
0.0084	-0.0049	0.0098
0.0084	-0.0049	0
-0	-0.0098	0
0.0084	0.0049	0
0.0084	0.0051	0
0.0084	-0.0049	0.0098
-0.0084	0.0051	0
0.0084	0.0149	0
0	0	-0.0098
0.0169	0	0
0.0169	0.01	0
0.0084	-0.0049	0
0	0	0
0	0	0
0.0084	-0.0049	0
0.0084	0.0051	-0.0098
0.0084	-0.0149	0
0	0	0
0.0084	-0.0049	0.0098
0	0	0.0098
-0.0084	-0.0049	0
0.0084	-0.0149	0.0098
-0	0.0002	0
0	0	0
0.0253	-0.0049	0
0.0084	0.0051	0.0098
0	-0.01	0
0	0.01	0
0.0084	-0.0049	0.0098
0	0	0
0.0084	-0.0149	0
0.0169	0	0
0.0084	-0.0049	0
-0.0084	-0.0049	0
-0	-0.0098	0
0.0084	0.0049	0.0098
0.0169	0	0
0.0084	-0.0049	0.0098
-0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0098
0	0	0.0098
-0	-0.0098	0
0	0.01	0
-0	-0.0098	0
0.0084	-0.0049	0
0.0084	-0.0149	0
-0	-0.0098	0
0.0169	-0.01	0
-0	0.0002	0.0098
0.0084	0.0049	0
0.0084	-0.0049	0
0	0	0.0098
0	0	0.0098
0.0084	-0.0049	0
0	0	0
0	-0.01	0
0	0	0
0	0	0
0	0	0
0	0.01	0.0098
0.0084	0.0051	0.0098
0.0084	-0.0049	0
0	-0.01	0
0.0084	-0.0049	0
0	0	0.0098
0	0	0
0.0084	-0.0149	0
-0.0084	-0.0049	-0.0098
0.0169	0	0
0	0	0
0	0.01	0.0098
-0.0084	-0.0049	0.0098
0	0	0
0	0	0
0.0084	0.0049	0
0	0	0.0098
0	0	0
0	0	0
0.0084	0.0049	0.0098
0.0084	-0.0049	-0.0196
0	0	0
0.0084	-0.0049	0.0098
0.0084	-0.0049	0
0.0084	-0.0049	0
0	0	-0.0098
0.0084	-0.0051	0
0.0084	-0.0051	0
0.0084	0.0049	0.0098
0.0084	-0.0049	0
0.0084	0.0049	0
-0.0084	-0.0149	0
0.0084	0.0049	0
0	0	-0.0098
0.0084	-0.0049	0
0.0169	0	0
0	-0.01	0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0098
0	0	0
-0.0084	-0.0049	0
0	0	0.0098
-0	-0.0098	0
-0	-0.0098	0.0098
0	0	0
0	-0.01	0.0098
0	0	0
0	-0.01	0
0.0084	0.0051	0
0.0084	0.0049	0.0098
-0	-0.0098	0
0.0084	0.0051	-0.0098
0	0	0.0098
-0.0084	-0.0049	0
0	-0.01	0
0.0084	-0.0049	0
0.0169	-0.01	0
0	0	0
0.0084	-0.0149	0
0.0084	-0.0049	0.0098
-0.0084	-0.0049	0
0	-0.01	0
0	0	0
0.0084	0.0149	0
-0.0084	-0.0049	0
0.0169	0	0
-0	-0.0098	0.0098
0	0	0
-0.0084	-0.0049	-0.0098
-0	-0.0098	0
0	0	0
0	0	0.0098
-0	-0.0098	0
0	0	0
0.0084	-0.0049	0
0.0084	-0.0149	0
0	-0.01	0
0	0	0
0.0084	-0.0049	-0.0098
0	0	-0.0098
-0	-0.0098	0
0	-0.01	0
0.0084	0.0051	0.0098
0	0.01	0
-0.0084	-0.0049	0
-0.0084	0.0051	0
0	0	0
0.0084	0.0051	0.0098
-0	0.0002	0
0.0169	0	0.0098
0.0084	-0.0049	0
0.0084	-0.0049	0
0.0084	-0.0049	0
0.0169	-0.0098	0.0098
0.0084	-0.0149	0.0098
-0	-0.0098	0
0	0	0
0.0084	0.0049	0
-0.0084	-0.0049	0
-0	-0.0098	0.0098
0.0084	0.0049	0
0.0084	0.0049	0
0.0084	0.0051	0.0098
0.0084	-0.0049	0
0.0084	-0.0149	-0.0098
0.0084	-0.0049	0
0.0084	0.0049	0.0098
0.0084	0.0049	0
0	0.01	0.0098
0	0	-0.0098
0	-0.01	0
0	0.01	0.0098
-0	-0.0098	0
0.0084	-0.0049	0
0.0084	-0.0049	0
0.0084	-0.0049	0
0	0	0
0	0	0
0	0	0
0.0169	0.0098	0
0	-0.01	-0.0098
0	0	0
0.0169	0	0
0	0.01	0
0	0	0
0	0	-0.0098
-0	-0.0098	0
-0.0169	0	0
-0.0084	-0.0149	0
0	0.01	0
0.0084	0.0149	0
0	0	-0.0098
0.0084	-0.0149	0
0	0	0
0.0084	-0.0149	0
0.0084	-0.0149	0
0.0084	0.0049	0.0098
0	0	0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0149	0.0098
0	-0.01	0.0098
0.0084	0.0051	0
-0	0.0002	0
0	0	0
0	0.01	0.0098
0.0084	0.0051	0
0.0084	-0.0049	0
0.0084	-0.0049	0
0	0	0.0098
0	0	0
0	0	0
0.0084	0.0051	0.0098
0.0084	0.0051	0.0098
0	0.01	0.0098
0	0.01	0
0	0.01	0.0098
-0	-0.0198	0.0098
0.0084	-0.0049	0
0.0084	0.0051	0
0	0	0
0	0	0
0.0169	0.01	0
-0.0169	-0.0098	0
-0.0084	-0.0149	0
0.0084	-0.0149	0
0	0	0
-0.0084	-0.0049	0
0.0084	0.0051	0
-0.0084	-0.0049	0
0.0084	-0.0149	0
0.0084	0.0049	-0.0098
0.0084	-0.0049	0
0	0	0
0	0	0
0.0084	-0.0049	0
0.0084	-0.0049	0
0.0084	-0.0049	0.0098
0	0	0
0.0084	-0.0049	0
0.0084	-0.0049	0
0.0084	-0.0051	0.0098
0.0169	0	0
0.0084	0.0149	0
0	-0.01	0
0	0	-0.0098
0.0084	-0.0049	0
0.0084	-0.0049	0.0098
0	0	0
0.0169	0	0
0.0084	-0.0049	0
0.0169	0	0
0.0084	0.0049	0.0098
0	0	0
0.0084	-0.0049	0
0.0084	0.0049	0
0	0.01	0
0.0084	-0.0049	0
0	0	0
0.0084	-0.0049	0
0.0084	-0.0049	0
0.0084	-0.0049	0.0098
0	0	0
-0.0084	-0.0051	0.0098
0.0169	0	0
0	0	0.0098
0	0	0
0.0084	-0.0049	0
-0	-0.0098	-0.0098
0.0084	-0.0049	-0.0098
0.0084	-0.0049	-0.0098
0	0	-0.0196
0.0084	-0.0051	0
0.0084	-0.0049	0.0098
0.0084	0.0051	0
0.0084	-0.0049	-0.0098
0	0	0
0	0	0
0	0.01	0
0.0084	0.0051	0
0.0169	-0.02	0
0	-0.01	0.0098
-0	-0.0098	0
0	0	-0.0098
0.0084	-0.0149	0
0	0	0
0.0084	-0.0049	0
0	0	-0.0196
0	-0.01	0.0098
0.0084	0.0051	0
0	0	0.0098
0	0	0.0098
0	0	0.0098
-0.0084	-0.0049	-0.0098
-0	-0.0198	0
0.0084	-0.0049	0.0098
0	0	0
-0	-0.0098	0.0098
0.0084	-0.0049	0.0098
0	0	0
-0	-0.0098	-0.0098
0.0084	-0.0049	0
0	0.01	0
0	-0.01	0
-0.0084	-0.0049	0
-0	-0.0098	0
0.0169	0	0
-0.0084	-0.0049	0.0098
0	0	0
0.0084	-0.0049	0
0	0	0
0.0084	-0.0049	-0.0098
-0.0084	0.0051	0
-0	-0.0098	0
0.0169	-0.0098	0
0	0.01	0.0098
0.0253	-0.0051	-0.0098
0.0084	-0.0149	0
-0.0084	0.0051	0.0098
0.0253	0.0049	0
0	-0.01	0
-0.0084	-0.0049	0
0	0	0
0.0084	-0.0049	0
0.0084	-0.0149	0
0	-0.01	0
0.0084	0.0049	0
0.0084	-0.0049	0
0.0084	-0.0049	0
0	0.01	0
0	0	0
0.0084	-0.0049	0
0.0084	-0.0149	0.0098
0.0084	-0.0049	0
0.0084	0.0051	0
0	0	0
-0	-0.0098	0
-0.0169	0	0
0	0	0
0.0084	-0.0149	0.0098
0.0084	0.0049	-0.0098
0.0084	0.0049	0.0098
0.0084	-0.0049	0
0.0084	-0.0049	0
0	0	0
0.0084	-0.0049	0
0	0	0
-0.0084	0.0051	0
0.0084	-0.0049	0
0.0084	0.0049	0.0098
-0	-0.0098	0
0	0	0
0.0084	-0.0049	0
0.0084	-0.0049	-0.0098
0	0	0.0098
-0	0.0002	0.0098
0	0	0
-0.0084	-0.0049	0
0.0084	-0.0049	-0.0098
0.0084	0.0049	0
0	0	0
-0	0.0002	0
0.0084	-0.0149	0
0.0084	-0.0049	0
0.0084	0.0051	-0.0098
0	0	0
0.0084	-0.0049	0
0.0084	-0.0049	-0.0196
0.0169	0	0.0098
-0	-0.0098	0
0.0084	-0.0049	0
0	0	0
0.0084	0.0051	0
0	0	0
0.0084	-0.0049	-0.0098
-0.0084	-0.0049	0
0.0084	0.0051	0.0098
-0	-0.0098	0
0.0084	-0.0049	-0.0196
0.0084	-0.0049	0
0	-0.01	0
0	0	0.0098
0	0	-0.0098
0.0084	-0.0149	0
-0.0084	-0.0049	0
0.0084	-0.0049	0
0	0	0
0	-0.01	0.0098
0.0084	-0.0049	0
-0	-0.0198	0
-0	0.0002	0
0	0	0
0.0169	0	0.0098
0	0	0
0	0	0
0.0084	-0.0049	0
0.0084	0.0051	0
0.0084	-0.0149	0
0	0	0
0.0084	-0.0049	0
0	0	0
0.0084	0.0049	0
0.0084	0.0049	0
0.0084	-0.0049	0.0098
0	-0.01	0.0098
-0.0084	-0.0049	0
0	0	0.0098
0.0084	0.0051	-0.0098
-0	0.0002	0
0	0.01	0
-0.0084	-0.0049	0.0098
0.0084	0.0049	0
0	0	0
-0.0084	-0.0049	0
0.0084	0.0049	0
0	0	0
-0.0084	-0.0049	0
0	-0.01	0
0	0	0
0.0084	-0.0049	-0.0098
0.0084	-0.0049	0.0098
0.0084	0.0051	0
0.0084	-0.0049	0.0098
0	0	0
0.0084	-0.0049	0
0	0	0
0.0084	-0.0049	0
0.0169	-0.01	0
0.0084	0.0051	0.0098
0	0	-0.0098
-0	0.0002	0
0	0	0
-0.0084	-0.0049	0
-0	-0.0098	0.0098
0.0084	0.0051	0
0	0.01	0
-0	-0.0098	0
0	0.01	0.0196
0	0	0
0.0084	-0.0049	0
0.0084	-0.0049	0.0098
-0.0084	-0.0049	0
0.0084	-0.0149	0
0.0084	0.0049	0.0098
0	0	0
0	0	0
0	0	0
-0.0084	-0.0049	0
0	0	0
-0.0084	-0.0049	0
0.0169	0	0
0	0	0
-0	-0.0098	0.0098
0.0084	-0.0049	0.0098
0	0.01	0
0	0	-0.0098
-0	-0.0098	0
0.0084	-0.0149	0
0.0169	-0.01	0.0098
0	0	0
0.0169	0	0
-0.0084	-0.0051	0
0	-0.01	0
0.0084	-0.0149	0
-0	-0.0098	0
0.0084	-0.0049	0
-0	0.0098	0.0098
0	0	0.0098
0	0	0
-0	-0.0198	0
0.0084	-0.0049	0.0098
0.0084	-0.0051	0
0	0	0
0.0084	-0.0049	0
0	0	0.0098
0.0084	-0.0149	0
0	0	0.0098
0	0	0
0.0084	-0.0051	0
-0.0084	0.0051	0
0.0084	-0.0049	0
0	0	0
-0	0.0002	0
0.0084	-0.0049	0
0.0084	-0.0149	0.0098
0.0084	-0.0049	0
-0	-0.0098	0
0	0	0
0	0	0
0.0084	0.0051	0
0.0084	-0.0049	0
-0.0169	-0.0098	0
0	-0.01	0
-0.0084	-0.0049	0
0.0084	-0.0049	0
0	0	0
0.0084	-0.0049	0.0098
0	0	0
0.0084	-0.0049	0
0.0169	0	0
0.0169	-0.01	0
0.0084	-0.0049	0
0.0084	-0.0049	0.0098
0.0084	-0.0049	0
-0.0084	-0.0049	0
-0.0084	-0.0147	0
0.0084	-0.0051	0
0	0	0
0	0	0
0.0084	-0.0049	0
0	0	0
0.0169	-0.01	0
0.0084	-0.0049	0
0	0	0
0.0084	-0.0051	0
0	0	0.0098
-0.0084	-0.0049	0
-0.0169	-0.0098	0.0098
0.0169	0	0
0	-0.01	0
0	0.01	0.0098
0	0	0
0.0084	-0.0049	-0.0098
-0	-0.0098	0
0.0084	0.0049	-0.0098
0.0084	-0.0049	0.0098
0.0084	0.0051	0
0.0169	0	-0.0098
0.0084	0.0049	0.0098
0	0	0
0	0	0
0.0084	-0.0049	0
0	0	0
0	0	0
0	0	0
0.0084	-0.0049	0
0	-0.01	0
0.0084	-0.0049	0.0098
0.0084	-0.0049	0
0.0084	-0.0049	0
0.0084	-0.0049	0
0	0	0
0	0	0
0	0	-0.0098
0	0	0
-0	0.0002	0
0.0084	-0.0049	0
0.0084	-0.0049	0
0	0	0.0098
-0	-0.0098	0.0098
0	0	0.0098
0.0169	0.01	-0.0098
0.0084	-0.0051	-0.0098
0.0084	-0.0149	-0.0098
0.0084	-0.0049	-0.0098
0	0	0
0.0084	-0.0149	0.0098
0	0	0
0	-0.01	-0.0098
0	0	0
0	0	0
0	0	0
0.0084	0.0051	0
0.0169	0.0098	0
0.0169	-0.0098	0
-0.0084	-0.0147	0.0098
0.0253	-0.0147	0
0.0084	0.0051	-0.0098
0.0169	0	0
0.0084	0.0049	0
0.0169	0	0
0.0169	0	0
0.0084	-0.0051	0.0098
0.0084	0.0051	0
0.0084	-0.0049	-0.0098
-0	-0.0098	0
0.0169	-0.01	-0.0196
0	0	0
-0.0169	0	0
0.0084	-0.0049	0
0	0	0
0	0	0.0098
0.0084	-0.0049	0
0.0169	-0.0198	0
0.0169	0	0.0098
0.0084	-0.0049	0
0	0	0
-0	-0.0098	-0.0098
0.0084	0.0049	0.0098
0.0084	-0.0049	-0.0098
0.0169	-0.0098	0
0	0	0.0098
0	0.01	0
-0	-0.0198	0.0098
0.0084	-0.0149	0.0098
-0.0169	0	0.0098
-0	-0.0098	0
0.0084	-0.0049	0.0098
0.0169	0	0.0098
0.0084	0.0049	0
0.0084	-0.0051	0.0098
0	0	0.0098
0	0	0
0.0084	-0.0049	0.0098
0	0	0
0.0084	-0.0049	0.0098
0	0	0.0098
0.0084	-0.0049	0
0.0084	0.0051	0
0.0084	-0.0049	0
0.0084	-0.0049	0
0.0084	-0.0049	0
0.0084	0.0049	0
-0	0.0002	0
0.0084	0.0049	0
0.0169	0	0
-0	-0.0098	0
0	0	0
-0.0084	-0.0049	0.0098
0.0084	-0.0051	0
0.0084	0.0051	0.0098
0	0	0
0.0084	0.0049	-0.0098
0	-0.01	0
0.0084	-0.0049	0
0.0084	0.0051	-0.0098
0.0084	-0.0049	0
0.0084	0.0049	0
0	0	0
0	-0.01	0.0098
0	-0.01	0
0.0084	0.0051	0
0	0	0.0098
0.0084	-0.0049	0.0098
0.0084	0.0149	0
0.0084	0.0049	0
0	0	-0.0098
0.0084	-0.0049	-0.0098
-0.0084	-0.0149	0.0098
0.0084	0.0049	0
0	0	0
0	0	0
-0	-0.0098	0
0	0.01	-0.0098
0.0084	-0.0049	0
-0	0.0002	0
0	0.01	0
0.0169	0	-0.0098
0.0084	-0.0049	0
-0	-0.0198	0.0098
-0.0084	-0.0049	0
0	-0.01	0
-0	-0.0098	0.0098
0.0084	0.0049	-0.0098
0.0253	0.0049	0
0.0169	0	0.0098
0.0084	-0.0049	0
0.0084	-0.0149	0
0	-0.01	0
0	0	0
0.0084	-0.0049	0.0098
0	-0.01	0
0	-0.01	0
0	0	0.0098
0	0	0.0098
-0	0.0002	-0.0098
-0.0169	-0.0098	0
0	0	-0.0098
0.0084	-0.0049	0
0.0084	-0.0049	0
0.0084	-0.0149	0.0098
-0.0084	-0.0049	0
-0.0169	0	0
0	0	0.0098
-0	-0.0098	0
0.0084	-0.0049	-0.0098
-0.0084	-0.0049	0
0.0169	-0.0098	-0.0098
0	0	0
0	0	0
0	0	0
0.0169	0	0
0.0084	0.0149	0
0.0084	-0.0049	0
0.0084	-0.0049	0
0.0169	-0.01	0
-0.0084	-0.0149	0
0.0084	-0.0049	0.0098
0	0	0
-0.0084	-0.0049	-0.0098
-0.0084	0.0049	0
0.0169	0.01	-0.0098
0.0084	0.0051	0
0	0	0
0	0	0
0	0	0
0	0	0
-0	-0.0098	0
0.0084	-0.0049	0
0.0169	0.01	0
0.0084	0.0051	0
0.0084	-0.0049	0
0.0169	0	0
0	0	-0.0098
0.0084	0.0049	0
0	0	0
0	0.01	0
0	0	0.0098
0	0	0
0	0.01	0
0	0	0
0	0	-0.0098
0	0	0
0	0.01	0
0.0084	-0.0149	0
0.0084	0.0051	0
0.0084	0.0149	0
0.0084	-0.0049	0
-0	0.0002	0.0098
-0.0084	-0.0149	0
0.0084	-0.0049	0
0.0084	-0.0049	0
0	-0.01	0
0.0169	0	-0.0098
0	0	0
0	0.01	0
0.0084	-0.0149	0
0	0.01	0.0098
0.0084	-0.0049	0.0098
-0	-0.0098	0
0.0084	0.0051	0
0.0084	-0.0049	0.0098
0.0084	-0.0051	0
-0	-0.0198	0.0098
-0.0084	-0.0049	0
0.0084	0.0051	0
0.0084	0.0049	0
-0	0.0002	0
0.0084	-0.0049	0
0.0084	-0.0049	0
0.0169	0.0098	0
0	0	0.0098
0.0084	-0.0049	0
0	0	0
0	0	0
0	0	0
0.0084	-0.0049	0.0098
-0.0084	-0.0147	0
0	0	0
0.0084	-0.0049	0
0	0.01	0
-0.0084	-0.0049	0.0098
0.0084	0.0049	0
0	0	0.0098
0.0084	0.0049	0
0	0	0.0098
0	0	-0.0196
0.0084	0.0051	0
0	0.01	-0.0098
0	0	0
0.0084	-0.0049	0.0098
-0	-0.0098	0.0098
0	0	0.0098
-0	-0.0198	0
0	0	0
0.0084	0.0051	0
-0.0084	-0.0049	0.0098
0	0.01	0
0	0	0
0.0084	0.0149	0
0.0084	-0.0049	0.0098
0.0084	-0.0049	0
0.0084	-0.0049	0
0.0084	-0.0049	0.0098
0	0.01	0
0	0	0
0.0084	-0.0049	0
-0	-0.0098	0
0	0	0.0098
0	-0.01	0.0098
-0	-0.0198	0
0.0084	-0.0049	0
0	-0.01	0
0.0084	-0.0049	0
0.0084	0.0051	0
-0.0084	-0.0149	0
0.0084	-0.0149	0
0.0084	-0.0049	0
0.0084	-0.0049	0
0.0169	-0.01	0
0	-0.01	0
0.0084	-0.0149	0
-0	0.0002	0
-0	-0.0198	-0.0098
0.0084	-0.0049	0
-0	0.0096	0
0.0084	-0.0053	-0.0098
0.0084	-0.0253	0.0196
0.0084	0.0047	0
0	-0.01	0
-0	0.0002	0
-0.0169	0.0104	0
-0.0084	-0.0044	0
-0	0.0104	0.0098
-0.0084	0.0053	0
0.0084	0.0051	0.0098
0	-0.04	0.0098
0.0084	0.0047	0.0098
-0	-0.0102	0
0.0084	-0.0053	0.0098
-0.0169	-0.01	0.0098
0.0084	-0.0051	0
-0	0.0002	0
-0.0084	-0.0047	0
-0	-0.0198	0.0098
-0	-0.0096	0
-0.0084	-0.0047	0.0098
-0	0.0002	0.0098
0	0	0
0.0084	0.0049	0
0	0	0.0098
0	-0.01	0.0098
0.0084	-0.0151	0
0	0	0
-0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0098
-0.0084	-0.0047	0.0098
-0.0084	-0.0047	0
-0.0084	-0.0147	0.0098
-0	0.0002	0.0098
-0.0169	0.0002	0
0.0084	-0.0049	0.0098
-0.0084	-0.0049	0.0098
0	-0.01	0.0293
-0.0084	-0.0049	0.0098
0.0169	-0.01	0
0.0084	0.0049	0
0.0169	0	0.0098
0.0084	-0.0049	0.0098
0.0084	0.0051	0.0098
-0.0169	-0.0096	0
0.0084	-0.0047	0.0098
-0.0084	-0.0047	0.0098
0	0	0.0098
-0.0084	0.0051	0.0098
-0	-0.0198	0.0098
-0.0084	0.0049	0.0196
-0.0169	-0.0198	0.0098
0	0	0.0098
-0.0084	-0.0049	0.0098
0	0	0.0098
-0	0.0002	0.0098
0	0	0.0098
-0	0.0002	0.0098
-0.0084	0.0051	0.0196
-0	-0.0098	0.0098
0	-0.01	0.0098
-0.0084	-0.0049	0.0098
0	0	0.0098
0	0	0.0196
-0.0084	-0.0049	0.0098
-0	-0.0098	0.0098
-0.0084	0.0049	0.0098
0.0084	-0.0049	0.0098
-0	-0.0098	0.0098
0	0.01	0.0098
-0.0084	0.0051	0.0098
-0.0084	-0.0149	0.0098
-0.0084	-0.0049	0.0098
-0	-0.0198	0.0196
0	0	0.0196
0.0084	-0.0049	0.0098
-0.0084	-0.0147	0.0098
-0.0169	0.0098	0.0196
-0.0084	-0.0049	0.0196
-0.0169	0	0.0098
-0.0084	-0.0147	0.0196
-0.0084	-0.0049	0.0098
-0.0084	0.0049	0.0098
-0	0.0002	0.0293
-0.0084	-0.0049	0.0098
0.0169	0	0.0196
0.0084	0.0149	0.0098
0.0084	0.0049	0.0098
0.0084	0.0051	0.0293
0.0084	-0.0149	0.0196
-0.0084	-0.0149	0.0293
-0	-0.0098	0.0196
-0.0169	-0.0098	0.0098
-0	0.0002	0.0196
-0.0084	-0.0049	0.0196
-0.0084	0.0051	0.0196
0.0084	-0.0049	0.0196
-0.0084	-0.0149	0.0098
0.0084	-0.0049	0.0098
0.0084	-0.0049	0.0196
-0.0084	-0.0049	0.0293
-0.0169	-0.0098	0.0196
0.0084	-0.0149	0.0196
0	0	0.0196
-0	0.0002	0.0196
0.0084	-0.0149	0.0293
0.0084	0.0051	0.0196
0.0084	0.0051	0.0196
0.0084	0.0051	0.0196
-0.0084	0.0051	0.0196
-0	-0.0098	0.0196
-0.0084	-0.0149	0.0196
-0.0084	-0.0147	0.0196
-0.0084	-0.0049	0.0196
-0.0084	-0.0049	0.0196
-0	0.0102	0.0293
-0	0.0002	0.0196
-0	-0.0098	0.0293
-0.0169	-0.0098	0.0293
0	0.01	0.0196
-0	-0.0098	0.0196
0	-0.02	0.0196
-0.0084	-0.0049	0.0196
-0.0169	-0.0098	0.0293
-0	-0.0198	0.0293
-0	-0.0098	0.0293
-0.0084	0.0051	0.0098
-0.0169	0.01	0.0293
-0	-0.0098	0.0293
-0.0084	-0.0147	0.0196
-0.0169	-0.0098	0.0293
-0.0084	-0.0049	0.0293
-0	-0.0098	0.0293
-0.0169	-0.0098	0.0293
-0	-0.0098	0.0098
-0.0084	-0.0147	0.0293
-0	-0.0098	0.0293
-0	-0.0198	0.0293
-0	-0.0198	0.0293
-0	-0.0098	0.0293
-0.0084	-0.0049	0.0391
-0	0.0002	0.0391
0.0084	-0.0149	0.0196
-0	-0.0098	0.0293
-0.0084	-0.0049	0.0293
-0.0169	-0.0098	0.0391
0.0084	0.0049	0.0293
-0	-0.0098	0.0293
-0.0084	-0.0049	0.0293
-0.0084	-0.0049	0.0196
-0.0084	-0.0247	0.0293
-0	-0.0098	0.0293
-0.0084	-0.0049	0.0293
-0.0084	-0.0049	0.0293
-0.0169	-0.0196	0.0293
-0.0169	0.0002	0.0293
-0.0084	-0.0049	0.0293
-0.0084	0.0051	0.0293
-0	-0.0098	0.0391
0	0	0.0391
-0	-0.0098	0.0391
-0	-0.0198	0.0391
-0.0169	-0.0098	0.0293
0.0084	-0.0049	0.0293
0	0	0.0293
-0	0.0002	0.0391
-0	-0.0198	0.0391
-0.0169	-0.0098	0.0293
-0.0084	-0.0147	0.0489
-0.0084	-0.0049	0.0391
-0.0169	-0.02	0.0391
-0.0084	-0.0147	0.0391
-0.0338	0	0.0293
-0.0169	-0.0098	0.0391
-0.0169	0.0002	0.0391
-0.0084	-0.0149	0.0293
0	0	0.0098
-0.0084	-0.0151	0.0391
0	-0.02	0.0489
